death,black,1
death,america,7
death,lose,5
death,one,17
death,covid,251
death,even,6
death,week,6
death,france,6
death,toll,67
death,surpass,19
death,mark,11
death,make,4
death,country,36
death,third,16
death,reach,7
death,health,36
death,authority,2
death,world,19
death,organization,4
death,concern,1
death,rise,19
death,rate,7
death,new,53
death,infection,9
death,wave,13
death,virus,22
death,across,7
death,brazil,113
death,second,21
death,many,6
death,control,3
death,number,23
death,report,63
death,coronavirus,30
death,close,3
death,continue,2
death,director,6
death,general,5
death,warn,9
death,global,12
death,case,58
death,public,2
death,follow,1
death,three,8
death,month,11
death,reopen,1
death,record,54
death,low,12
death,daily,37
death,since,10
death,recent,4
death,study,6
death,find,14
death,high,37
death,area,2
death,surge,16
death,people,14
death,ministry,12
death,data,9
death,show,7
death,five,3
death,take,6
death,say,43
death,allow,1
death,order,1
death,game,1
death,without,1
death,crowd,1
death,despite,1
death,million,41
death,also,1
death,level,1
death,india,9
death,expert,12
death,due,4
death,first,21
death,south,5
death,african,4
death,variant,17
death,keep,5
death,part,2
death,region,2
death,struggle,5
death,effort,1
death,old,3
death,city,2
death,register,8
death,pandemic,27
death,far,7
death,year,21
death,full,2
death,last,15
death,government,6
death,white,3
death,house,3
death,former,2
death,president,6
death,trump,5
death,would,5
death,pass,13
death,confirm,7
death,behind,3
death,russia,10
death,die,4
death,hard,1
death,hit,12
death,top,21
death,start,1
death,ease,3
death,restriction,3
death,hour,11
death,outbreak,5
death,bad,16
death,ever,9
death,nearly,9
death,intensive,1
death,care,2
death,face,8
death,service,3
death,chile,4
death,another,7
death,day,36
death,national,14
death,bring,11
death,accord,16
death,office,1
death,time,11
death,total,13
death,africa,1
death,disease,12
death,detect,2
death,today,7
death,risk,13
death,original,2
death,vaccinate,3
death,set,11
death,increase,4
death,half,2
death,march,4
death,see,14
death,seven,5
death,decline,2
death,well,1
death,worry,1
death,spread,6
death,lead,8
death,much,4
death,big,1
death,put,2
death,pressure,4
death,single,9
death,win,1
death,end,2
death,fresh,1
death,measure,2
death,every,6
death,two,4
death,may,5
death,around,2
death,child,1
death,vaccine,39
death,prevent,4
death,back,1
death,drive,3
death,update,5
death,get,6
death,shot,4
death,thailand,1
death,coverage,3
death,reason,1
death,four,3
death,story,2
death,family,3
death,leave,1
death,nation,19
death,united,8
death,state,21
death,michigan,1
death,average,7
death,become,7
death,include,4
death,cause,8
death,push,2
death,protect,4
death,young,6
death,governor,3
death,mask,3
death,fight,4
death,could,15
death,experience,1
death,spike,3
death,suffer,3
death,quarter,4
death,great,4
death,longer,6
death,university,2
death,large,3
death,population,2
death,vaccination,5
death,receive,3
death,least,3
death,dose,2
death,six,2
death,hospital,6
death,member,2
death,news,1
death,come,4
death,open,3
death,adult,6
death,drop,3
death,early,7
death,race,3
death,administer,1
death,almost,1
death,dos,1
death,yet,1
death,patient,3
death,track,8
death,supply,2
death,strong,1
death,protection,1
death,scientist,4
death,origin,1
death,break,2
death,link,7
death,chief,1
death,urge,1
death,severe,2
death,small,2
death,benefit,4
death,outweigh,4
death,rare,2
death,side,2
death,effect,2
death,worker,2
death,investigation,1
death,work,2
death,administration,4
death,official,2
death,challenge,2
death,share,2
death,information,2
death,impact,1
death,woman,1
death,review,2
death,release,1
death,center,1
death,prevention,1
death,hospitalization,5
death,begin,1
death,leader,1
death,thousand,10
death,analysis,6
death,response,14
death,write,2
death,use,2
death,consider,1
death,crisis,4
death,york,1
death,question,1
death,home,1
death,remain,2
death,group,4
death,system,4
death,strain,1
death,still,3
death,doctor,3
death,help,2
death,johnson,1
death,effective,8
death,event,1
death,hold,2
death,soon,4
death,forecast,3
death,mass,1
death,drug,2
death,regulator,2
death,blood,4
death,clot,6
death,disorder,2
death,life,4
death,breaking,2
death,move,2
death,target,2
death,fourth,2
death,minister,4
death,amid,3
death,next,2
death,add,2
death,fall,3
death,likely,4
death,live,1
death,research,6
death,look,1
death,forward,1
death,watch,1
death,late,1
death,trial,1
death,antibody,1
death,company,1
death,medicine,2
death,agency,2
death,call,2
death,possible,2
death,australia,2
death,age,1
death,eligible,1
death,issue,2
death,among,2
black,america,2
black,lose,5
black,one,5
black,covid,25
black,even,1
black,week,2
black,number,1
black,drop,5
black,study,4
black,find,1
black,among,5
black,almost,1
black,people,12
black,say,7
black,open,2
black,receive,7
black,coronavirus,2
black,vaccine,20
black,urge,2
black,take,3
black,public,1
black,come,1
black,amid,1
black,effort,1
black,government,1
black,new,10
black,agency,1
black,show,9
black,old,1
black,african,1
black,far,1
black,less,1
black,india,1
black,patient,1
black,drug,1
black,nearly,4
black,child,8
black,affect,4
black,accord,4
black,research,4
black,white,4
black,low,2
black,rate,5
black,researcher,1
black,quarter,1
black,large,1
black,asian,1
black,population,1
black,report,1
black,high,3
black,first,1
black,two,1
black,last,1
black,year,1
black,access,2
black,state,2
black,like,2
black,put,2
black,official,4
black,vaccinate,4
black,adult,6
black,shot,4
black,want,4
black,soon,4
black,possible,4
black,rise,4
black,march,6
black,family,2
black,get,4
black,big,2
black,change,2
black,tell,2
black,five,2
black,story,2
black,know,2
black,nation,2
black,trial,2
black,data,2
black,plan,2
black,pay,2
black,resident,2
america,lose,2
america,one,4
america,covid,22
america,even,3
america,week,5
america,case,3
america,control,1
america,much,1
america,see,1
america,spike,1
america,social,1
america,keep,2
america,rise,1
america,part,1
america,region,3
america,struggle,1
america,virus,1
america,behind,1
america,pandemic,9
america,sign,1
america,worker,2
america,food,1
america,supply,1
america,yet,1
america,anti,1
america,asian,1
america,long,1
america,surge,2
america,could,7
america,large,3
america,crisis,1
america,year,2
america,ever,1
america,team,1
america,back,1
america,brazil,6
america,report,1
america,single,1
america,day,1
america,first,1
america,time,1
america,recent,1
america,country,4
america,become,2
america,global,1
america,vaccine,9
america,passport,1
america,last,1
america,war,1
america,mask,1
america,order,1
america,south,4
america,variant,1
america,spread,1
america,half,2
america,adult,2
america,receive,2
america,least,2
america,dose,2
america,end,2
america,continue,2
america,thousand,1
america,national,1
america,due,1
america,analysis,1
america,white,2
america,house,2
america,coronavirus,2
america,response,2
america,trump,2
america,administration,2
america,state,3
america,prevent,2
america,write,2
america,infection,3
america,watch,2
america,soon,5
america,give,4
america,shot,3
america,benefit,3
america,way,3
america,good,2
america,problem,2
america,say,2
america,live,1
america,update,1
america,take,1
america,step,1
america,limit,1
america,fear,1
america,many,1
america,nation,1
america,make,1
america,new,1
america,wave,1
america,united,1
lose,one,7
lose,covid,30
lose,even,1
lose,week,2
lose,die,2
lose,pandemic,6
lose,many,4
lose,new,11
lose,nearly,7
